	Heterocephalus_glaber	Bos_taurus	Sus_scrofa	Pongo_abelii	Loxodonta_africana	Balaenoptera_acutorostrata	Delphinapterus_leucas	Tursiops_truncatus	Cavia_porcellus	Oryctolagus_cuniculus	Felis_catus	Ailuropoda_melanoleuca	Canis_lupus	Homo_sapiens	Pan_troglodytes	Pan_paniscus	Papio_anubis	Macaca_mulatta	Macaca_fascicularis	Macaca_nemestrina	Mandrillus_leucophaeus	Cercocebus_atys	Pteropus_alecto	Nomascus_leucogenys	Aotus_nancymaae	Ursus_maritimus	Rattus_norvegicus	Mus_musculus	Meleagris_gallopavo	Gallus_gallus	Anas_platyrhynchos	Manacus_vitellinus	Anolis_carolinensis	Alligator_mississippiensis	Alligator_sinensis	Xenopus_tropicalis	Nothobranchius_furzeri	Oryzias_latipes	Salmo_salar	Oncorhynchus_mykiss	Oreochromis_niloticus	Astyanax_mexicanus	Taeniopygia_guttata	Branchiostoma_floridae	Strongylocentrotus_purpuratus	Crassostrea_gigas	Cebus_capucinus	Tinamus_guttatus	Loa_loa	Strongyloides_ratti	Brugia_malayi	Caenorhabditis_elegans	Caenorhabditis_remanei	Zootermopsis_nevadensis	Oryza_brachyantha	Capsaspora_owczarzaki	Guillardia_theta	Auxenochlorella_protothecoides	Micromonas_pusilla	Micromonas_commoda	Ostreococcus_tauri	Ostreococcus_sp.	Physcomitrella_patens	Selaginella_moellendorffii	Habropoda_laboriosa	Cicer_arietinum	Cajanus_cajan	Eutrema_salsugineum	Arabidopsis_lyrata	Brassica_napus	Arabidopsis_thaliana	Rosa_chinensis	Prunus_persica	Populus_trichocarpa	Eucalyptus_grandis	Cucumis_sativus	Helianthus_annuus	Erythranthe_guttata	Nicotiana_attenuata	Solanum_tuberosum	Nicotiana_tabacum	Solanum_lycopersicum	Capsicum_annuum	Spinacia_oleracea	Gossypium_hirsutum	Gossypium_raimondii	Morus_notabilis	Citrus_clementina	Citrus_sinensis	Musa_acuminata	Setaria_italica	Sorghum_bicolor	Zea_mays	Oryza_sativa	Brachypodium_distachyon	Cyanidioschyzon_merolae	Emiliania_huxleyi	Physeter_catodon	Theileria_parva	Theileria_annulata	Theileria_equi	Cryptosporidium_muris	Cryptosporidium_parvum	Thalassiosira_pseudonana	Phytophthora_parasitica	Phytophthora_infestans	Aphanomyces_invadans	Aphanomyces_astaci	Lobosporangium_transversale	Batrachochytrium_dendrobatidis	Rhizophagus_irregularis	Helobdella_robusta	Phycomyces_blakesleeanus	Wallemia_ichthyophaga	Malassezia_pachydermatis	Malassezia_globosa	Pseudozyma_hubeiensis	Kalmanozyma_brasiliensis	Kockovaella_imperatae	Cryptococcus_neoformans	Cryptococcus_gattii	Mixia_osmundae	Rhodotorula_graminis	Melampsora_larici-populina	Heterobasidion_irregulare	Dictyostelium_purpureum	Postia_placenta	Schizosaccharomyces_japonicus	Pneumocystis_jirovecii	Pneumocystis_murina	Tuber_melanosporum	Marssonina_brunnea	Sclerotinia_sclerotiorum	Leptosphaeria_maculans	Bipolaris_zeicola	Parastagonospora_nodorum	Fonsecaea_erecta	Coccidioides_immitis	Uncinocarpus_reesii	Trichophyton_benhamiae	Nannizzia_gypsea	Microsporum_canis	Talaromyces_stipitatus	Aspergillus_terreus	Aspergillus_clavatus	Aspergillus_fumigatus	Aspergillus_thermomutatus	Aspergillus_novofumigatus	Aspergillus_niger	Aspergillus_sclerotioniger	Aspergillus_heteromorphus	Aspergillus_eucalypticola	Aspergillus_oryzae	Aspergillus_nomius	Pestalotiopsis_fici	Aspergillus_bombycis	Histoplasma_capsulatum	Blastomyces_gilchristii	Paracoccidioides_brasiliensis	Paracoccidioides_lutzii	Sordaria_macrospora	Neurospora_crassa	Thermothelomyces_thermophila	Chaetomium_globosum	Chaetomium_thermophilum	Thielavia_terrestris	Grosmannia_clavigera	Pochonia_chlamydosporia	Trichoderma_atroviride	Trichoderma_reesei	Trichoderma_virens	Fusarium_venenatum	Fusarium_graminearum	Fusarium_oxysporum	Fusarium_verticillioides	Colletotrichum_higginsianum	Colletotrichum_graminicola	Colletotrichum_orchidophilum	Verticillium_dahliae	Verticillium_alfalfae	Amborella_trichopoda	Baudoinia_panamericana	Zymoseptoria_tritici	Lucilia_cuprina	Candida_auris	Candida_haemulonis	Candida_pseudohaemulonis	Clavispora_lusitaniae	Metschnikowia_bicuspidata	Scheffersomyces_stipitis	Meyerozyma_guilliermondii	Talaromyces_marneffei	Candida_albicans	Candida_viswanathii	Candida_tropicalis	Lodderomyces_elongisporus	Spathaspora_passalidarum	Wickerhamomyces_anomalus	Tetrapisispora_blattae	Vanderwaltozyma_polyspora	Tetrapisispora_phaffii	Kluyveromyces_marxianus	Eremothecium_sinecaudum	Eremothecium_cymbalariae	Eremothecium_gossypii	Lachancea_thermotolerans	Lachancea_lanzarotensis	Naumovozyma_dairenensis	Kazachstania_naganishii	Kazachstania_africana	Saccharomyces_cerevisiae	Drosophila_ficusphila	Naumovozyma_castellii	Kuraishia_capsulata	Ogataea_parapolymorpha	Dipodomys_ordii
Felis_catus	0.06923	0.00655	0.00545	0.00761	0.01406	0.00465	0.09533	0.10362	0.00388	0.00159	0.0	0.00158	0.00158	0.00387	0.00411	0.0039	0.00574	0.00159	0.00158	0.04324	0.05975	0.05793	0.00228	0.00159	0.00789	0.061	0.00234	0.00717	0.02952	0.02927	0.03851	0.04603	0.03218	0.12607	0.04633	0.05146	0.06506	0.06557	0.06345	0.07318	0.0646	0.15573	0.10642	0.17188	0.18891	0.2116	0.36251	0.36553	0.3625	0.72032	0.59184	0.59185	0.59181	0.50203	0.33701	0.42253	0.45277	0.50662	0.47533	0.47595	0.4717	0.47095	0.44601	0.47183	0.48137	0.48901	0.50032	0.49011	0.49313	0.49074	0.4907	0.49216	0.49199	0.51949	0.48925	0.49003	0.49807	0.50164	0.50474	0.50539	0.50773	0.58995	0.50543	0.50708	0.49154	0.49299	0.49055	0.49059	0.49215	0.49746	0.49084	0.49344	0.50079	0.49457	0.49589	0.52795	0.49185	0.53392	0.55329	0.55222	0.56021	0.51639	0.54596	0.5417	0.5289	0.53344	0.52112	0.52111	0.35895	0.43688	0.39563	0.5302	0.5302	0.44113	0.41838	0.42782	0.48034	0.48034	0.426	0.4292	0.42996	0.49988	0.50783	0.51463	0.40316	0.4023	0.40336	0.38245	0.39034	0.38716	0.38784	0.40322	0.40332	0.41936	0.44304	0.41773	0.44098	0.42936	0.43179	0.43806	0.44388	0.43935	0.45073	0.45665	0.46424	0.45996	0.45994	0.45994	0.45995	0.46326	0.46245	0.4603	0.45586	0.45746	0.45836	0.45745	0.43196	0.42871	0.43281	0.43116	0.46459	0.47112	0.45761	0.46145	0.46885	0.4639	0.46671	0.4601	0.47112	0.47171	0.47014	0.46304	0.46304	0.46458	0.46468	0.46136	0.466	0.46128	0.48684	0.48599	0.40746	0.42135	0.4165	0.57073	0.44453	0.44298	0.44298	0.4393	0.45767	0.41534	0.42013	0.42004	0.42214	0.42519	0.42614	0.42783	0.42484	0.43599	0.46235	0.44922	0.45272	0.45611	0.45239	0.45348	0.45186	0.45088	0.45166	0.44697	0.45247	0.45084	0.45163	0.45164	0.45003	0.45608	0.44348	0.00387
Ailuropoda_melanoleuca	0.06923	0.00655	0.00545	0.00761	0.01406	0.00465	0.09533	0.10362	0.00388	0.00159	0.00158	0.0	0.00158	0.00387	0.00411	0.0039	0.00574	0.00159	0.00158	0.04324	0.05975	0.05793	0.00228	0.00159	0.00789	0.061	0.00234	0.00717	0.02952	0.02927	0.03851	0.04603	0.03218	0.12607	0.04633	0.05146	0.06506	0.06557	0.06345	0.07318	0.0646	0.15573	0.10642	0.17188	0.18891	0.2116	0.36251	0.36553	0.3625	0.72032	0.59184	0.59185	0.59181	0.50203	0.33701	0.42253	0.45277	0.50662	0.47533	0.47595	0.4717	0.47095	0.44601	0.47183	0.48137	0.48901	0.50032	0.49011	0.49313	0.49074	0.4907	0.49216	0.49199	0.51949	0.48925	0.49003	0.49807	0.50164	0.50474	0.50539	0.50773	0.58995	0.50543	0.50708	0.49154	0.49299	0.49055	0.49059	0.49215	0.49746	0.49084	0.49344	0.50079	0.49457	0.49589	0.52795	0.49185	0.53392	0.55329	0.55222	0.56021	0.51639	0.54596	0.5417	0.5289	0.53344	0.52112	0.52111	0.35895	0.43688	0.39563	0.5302	0.5302	0.44113	0.41838	0.42782	0.48034	0.48034	0.426	0.4292	0.42996	0.49988	0.50783	0.51463	0.40316	0.4023	0.40336	0.38245	0.39034	0.38716	0.38784	0.40322	0.40332	0.41936	0.44304	0.41773	0.44098	0.42936	0.43179	0.43806	0.44388	0.43935	0.45073	0.45665	0.46424	0.45996	0.45994	0.45994	0.45995	0.46326	0.46245	0.4603	0.45586	0.45746	0.45836	0.45745	0.43196	0.42871	0.43281	0.43116	0.46459	0.47112	0.45761	0.46145	0.46885	0.4639	0.46671	0.4601	0.47112	0.47171	0.47014	0.46304	0.46304	0.46458	0.46468	0.46136	0.466	0.46128	0.48684	0.48599	0.40746	0.42135	0.4165	0.57073	0.44453	0.44298	0.44298	0.4393	0.45767	0.41534	0.42013	0.42004	0.42214	0.42519	0.42614	0.42783	0.42484	0.43599	0.46235	0.44922	0.45272	0.45611	0.45239	0.45348	0.45186	0.45088	0.45166	0.44697	0.45247	0.45084	0.45163	0.45164	0.45003	0.45608	0.44348	0.00387
Canis_lupus	0.06923	0.00655	0.00545	0.00761	0.01406	0.00465	0.09533	0.10362	0.00388	0.00159	0.00158	0.00158	0.0	0.00387	0.00411	0.0039	0.00574	0.00159	0.00158	0.04324	0.05975	0.05793	0.00228	0.00159	0.00789	0.061	0.00234	0.00717	0.02952	0.02927	0.03851	0.04603	0.03218	0.12607	0.04633	0.05146	0.06506	0.06557	0.06345	0.07318	0.0646	0.15573	0.10642	0.17188	0.18891	0.2116	0.36251	0.36553	0.3625	0.72032	0.59184	0.59185	0.59181	0.50203	0.33701	0.42253	0.45277	0.50662	0.47533	0.47595	0.4717	0.47095	0.44601	0.47183	0.48137	0.48901	0.50032	0.49011	0.49313	0.49074	0.4907	0.49216	0.49199	0.51949	0.48925	0.49003	0.49807	0.50164	0.50474	0.50539	0.50773	0.58995	0.50543	0.50708	0.49154	0.49299	0.49055	0.49059	0.49215	0.49746	0.49084	0.49344	0.50079	0.49457	0.49589	0.52795	0.49185	0.53392	0.55329	0.55222	0.56021	0.51639	0.54596	0.5417	0.5289	0.53344	0.52112	0.52111	0.35895	0.43688	0.39563	0.5302	0.5302	0.44113	0.41838	0.42782	0.48034	0.48034	0.426	0.4292	0.42996	0.49988	0.50783	0.51463	0.40316	0.4023	0.40336	0.38245	0.39034	0.38716	0.38784	0.40322	0.40332	0.41936	0.44304	0.41773	0.44098	0.42936	0.43179	0.43806	0.44388	0.43935	0.45073	0.45665	0.46424	0.45996	0.45994	0.45994	0.45995	0.46326	0.46245	0.4603	0.45586	0.45746	0.45836	0.45745	0.43196	0.42871	0.43281	0.43116	0.46459	0.47112	0.45761	0.46145	0.46885	0.4639	0.46671	0.4601	0.47112	0.47171	0.47014	0.46304	0.46304	0.46458	0.46468	0.46136	0.466	0.46128	0.48684	0.48599	0.40746	0.42135	0.4165	0.57073	0.44453	0.44298	0.44298	0.4393	0.45767	0.41534	0.42013	0.42004	0.42214	0.42519	0.42614	0.42783	0.42484	0.43599	0.46235	0.44922	0.45272	0.45611	0.45239	0.45348	0.45186	0.45088	0.45166	0.44697	0.45247	0.45084	0.45163	0.45164	0.45003	0.45608	0.44348	0.00387
Homo_sapiens	0.07151	0.00883	0.00773	0.00989	0.01634	0.00693	0.09762	0.1059	0.00616	0.00387	0.00387	0.00387	0.00387	0.0	0.00317	0.00296	0.00803	0.00387	0.00386	0.04552	0.06204	0.06022	0.00457	0.00387	0.01017	0.06328	0.00463	0.00945	0.03181	0.03155	0.04079	0.04832	0.03446	0.12835	0.04861	0.05374	0.06734	0.06785	0.06574	0.07547	0.06689	0.15802	0.10871	0.17417	0.19119	0.21388	0.3648	0.36782	0.36478	0.7226	0.59413	0.59413	0.5941	0.50431	0.33929	0.42482	0.45505	0.50891	0.47762	0.47823	0.47398	0.47323	0.44829	0.47411	0.48365	0.49129	0.5026	0.49239	0.49541	0.49303	0.49298	0.49444	0.49427	0.52178	0.49153	0.49231	0.50036	0.50392	0.50702	0.50768	0.51001	0.59223	0.50772	0.50936	0.49382	0.49527	0.49284	0.49288	0.49444	0.49974	0.49312	0.49573	0.50308	0.49685	0.49817	0.53024	0.49413	0.5362	0.55557	0.5545	0.56249	0.51867	0.54825	0.54399	0.53119	0.53573	0.5234	0.5234	0.36123	0.43916	0.39791	0.53249	0.53248	0.44342	0.42066	0.4301	0.48262	0.48263	0.42828	0.43148	0.43224	0.50217	0.51011	0.51692	0.40544	0.40459	0.40565	0.38473	0.39262	0.38945	0.39013	0.4055	0.40561	0.42164	0.44533	0.42002	0.44326	0.43164	0.43407	0.44034	0.44617	0.44164	0.45301	0.45894	0.46652	0.46224	0.46222	0.46223	0.46223	0.46554	0.46473	0.46258	0.45815	0.45974	0.46064	0.45973	0.43424	0.431	0.43509	0.43345	0.46688	0.47341	0.45989	0.46373	0.47114	0.46619	0.469	0.46239	0.4734	0.47399	0.47243	0.46533	0.46533	0.46687	0.46696	0.46364	0.46828	0.46356	0.48912	0.48828	0.40974	0.42364	0.41879	0.57302	0.44681	0.44526	0.44527	0.44158	0.45995	0.41762	0.42242	0.42232	0.42443	0.42747	0.42842	0.43011	0.42712	0.43827	0.46464	0.45151	0.455	0.45839	0.45467	0.45577	0.45415	0.45316	0.45395	0.44926	0.45475	0.45313	0.45392	0.45392	0.45232	0.45837	0.44576	0.00616
Pan_troglodytes	0.07175	0.00907	0.00797	0.01013	0.01658	0.00718	0.09786	0.10614	0.00641	0.00411	0.00411	0.00411	0.00411	0.00317	0.0	0.0032	0.00827	0.00411	0.0041	0.04576	0.06228	0.06046	0.00481	0.00411	0.01041	0.06352	0.00487	0.0097	0.03205	0.0318	0.04103	0.04856	0.0347	0.12859	0.04885	0.05398	0.06758	0.06809	0.06598	0.07571	0.06713	0.15826	0.10895	0.17441	0.19143	0.21412	0.36504	0.36806	0.36502	0.72284	0.59437	0.59437	0.59434	0.50455	0.33954	0.42506	0.45529	0.50915	0.47786	0.47847	0.47422	0.47347	0.44854	0.47435	0.4839	0.49153	0.50284	0.49263	0.49565	0.49327	0.49322	0.49469	0.49451	0.52202	0.49178	0.49255	0.5006	0.50416	0.50726	0.50792	0.51026	0.59248	0.50796	0.5096	0.49406	0.49551	0.49308	0.49312	0.49468	0.49998	0.49336	0.49597	0.50332	0.49709	0.49841	0.53048	0.49437	0.53644	0.55581	0.55474	0.56274	0.51891	0.54849	0.54423	0.53143	0.53597	0.52364	0.52364	0.36147	0.4394	0.39815	0.53273	0.53272	0.44366	0.4209	0.43034	0.48286	0.48287	0.42853	0.43173	0.43249	0.50241	0.51035	0.51716	0.40568	0.40483	0.40589	0.38497	0.39286	0.38969	0.39037	0.40574	0.40585	0.42188	0.44557	0.42026	0.4435	0.43188	0.43432	0.44058	0.44641	0.44188	0.45326	0.45918	0.46676	0.46248	0.46246	0.46247	0.46248	0.46578	0.46498	0.46282	0.45839	0.45998	0.46088	0.45998	0.43449	0.43124	0.43534	0.43369	0.46712	0.47365	0.46014	0.46398	0.47138	0.46643	0.46924	0.46263	0.47364	0.47423	0.47267	0.46557	0.46557	0.46711	0.4672	0.46388	0.46852	0.4638	0.48936	0.48852	0.40998	0.42388	0.41903	0.57326	0.44705	0.44551	0.44551	0.44182	0.46019	0.41786	0.42266	0.42256	0.42467	0.42772	0.42866	0.43036	0.42736	0.43851	0.46488	0.45175	0.45524	0.45863	0.45492	0.45601	0.45439	0.45341	0.45419	0.4495	0.45499	0.45337	0.45416	0.45416	0.45256	0.45861	0.446	0.0064
Pan_paniscus	0.07154	0.00886	0.00776	0.00992	0.01637	0.00696	0.09765	0.10593	0.00619	0.0039	0.0039	0.0039	0.0039	0.00296	0.0032	0.0	0.00806	0.0039	0.00389	0.04555	0.06207	0.06025	0.0046	0.0039	0.0102	0.06331	0.00466	0.00948	0.03184	0.03158	0.04082	0.04835	0.03449	0.12838	0.04864	0.05377	0.06737	0.06788	0.06577	0.0755	0.06692	0.15805	0.10874	0.1742	0.19122	0.21391	0.36483	0.36785	0.36481	0.72263	0.59416	0.59416	0.59413	0.50434	0.33932	0.42485	0.45508	0.50894	0.47765	0.47826	0.47401	0.47326	0.44832	0.47414	0.48368	0.49132	0.50263	0.49242	0.49544	0.49306	0.49301	0.49447	0.4943	0.52181	0.49156	0.49234	0.50039	0.50395	0.50705	0.50771	0.51004	0.59226	0.50775	0.50939	0.49385	0.4953	0.49287	0.49291	0.49447	0.49977	0.49315	0.49576	0.50311	0.49688	0.4982	0.53027	0.49416	0.53623	0.5556	0.55453	0.56252	0.5187	0.54828	0.54402	0.53122	0.53576	0.52343	0.52343	0.36126	0.43919	0.39794	0.53252	0.53251	0.44345	0.42069	0.43013	0.48265	0.48266	0.42831	0.43151	0.43227	0.5022	0.51014	0.51695	0.40547	0.40462	0.40568	0.38476	0.39265	0.38948	0.39016	0.40553	0.40564	0.42167	0.44536	0.42005	0.44329	0.43167	0.4341	0.44037	0.4462	0.44167	0.45304	0.45897	0.46655	0.46227	0.46225	0.46226	0.46226	0.46557	0.46476	0.46261	0.45818	0.45977	0.46067	0.45976	0.43427	0.43103	0.43512	0.43348	0.46691	0.47344	0.45992	0.46376	0.47117	0.46622	0.46903	0.46242	0.47343	0.47402	0.47246	0.46536	0.46536	0.4669	0.46699	0.46367	0.46831	0.46359	0.48915	0.48831	0.40977	0.42367	0.41882	0.57305	0.44684	0.44529	0.4453	0.44161	0.45998	0.41765	0.42245	0.42235	0.42446	0.4275	0.42845	0.43014	0.42715	0.4383	0.46467	0.45154	0.45503	0.45842	0.4547	0.4558	0.45418	0.45319	0.45398	0.44929	0.45478	0.45316	0.45395	0.45395	0.45235	0.4584	0.44579	0.00619
Papio_anubis	0.07339	0.01071	0.00961	0.01177	0.01822	0.00881	0.09949	0.10778	0.00804	0.00575	0.00574	0.00574	0.00574	0.00803	0.00827	0.00806	0.0	0.00575	0.00574	0.0474	0.06391	0.06209	0.00644	0.00575	0.01205	0.06516	0.0065	0.01133	0.03368	0.03343	0.04267	0.05019	0.03633	0.13023	0.05049	0.05561	0.06922	0.06973	0.06761	0.07734	0.06876	0.15989	0.11058	0.17604	0.19307	0.21576	0.36667	0.36969	0.36666	0.72448	0.596	0.59601	0.59597	0.50619	0.34117	0.42669	0.45693	0.51078	0.47949	0.48011	0.47586	0.47511	0.45017	0.47599	0.48553	0.49317	0.50448	0.49427	0.49729	0.4949	0.49486	0.49632	0.49615	0.52365	0.49341	0.49419	0.50223	0.5058	0.5089	0.50955	0.51189	0.59411	0.50959	0.51124	0.4957	0.49715	0.49471	0.49475	0.49631	0.50162	0.495	0.4976	0.50495	0.49873	0.50005	0.53211	0.49601	0.53808	0.55745	0.55638	0.56437	0.52055	0.55012	0.54586	0.53306	0.5376	0.52528	0.52527	0.36311	0.44104	0.39979	0.53436	0.53436	0.44529	0.42254	0.43198	0.4845	0.4845	0.43016	0.43336	0.43412	0.50404	0.51199	0.51879	0.40732	0.40646	0.40752	0.38661	0.3945	0.39132	0.392	0.40738	0.40748	0.42352	0.4472	0.42189	0.44514	0.43352	0.43595	0.44222	0.44804	0.44351	0.45489	0.46081	0.4684	0.46412	0.4641	0.4641	0.46411	0.46742	0.46661	0.46446	0.46002	0.46162	0.46252	0.46161	0.43612	0.43287	0.43697	0.43532	0.46875	0.47528	0.46177	0.46561	0.47301	0.46806	0.47087	0.46426	0.47528	0.47587	0.4743	0.4672	0.4672	0.46874	0.46884	0.46552	0.47016	0.46544	0.491	0.49015	0.41162	0.42551	0.42066	0.57489	0.44869	0.44714	0.44714	0.44346	0.46183	0.4195	0.42429	0.4242	0.4263	0.42935	0.4303	0.43199	0.429	0.44015	0.46651	0.45338	0.45688	0.46027	0.45655	0.45764	0.45602	0.45504	0.45582	0.45113	0.45663	0.455	0.45579	0.4558	0.45419	0.46024	0.44764	0.00804
Macaca_mulatta	0.06923	0.00655	0.00545	0.00761	0.01406	0.00465	0.09533	0.10362	0.00388	0.00159	0.00159	0.00159	0.00159	0.00387	0.00411	0.0039	0.00575	0.0	0.00158	0.04324	0.05976	0.05794	0.00229	0.00159	0.00789	0.061	0.00235	0.00717	0.02953	0.02927	0.03851	0.04604	0.03218	0.12607	0.04633	0.05146	0.06506	0.06557	0.06345	0.07319	0.06461	0.15574	0.10643	0.17188	0.18891	0.2116	0.36251	0.36554	0.3625	0.72032	0.59185	0.59185	0.59182	0.50203	0.33701	0.42254	0.45277	0.50663	0.47534	0.47595	0.4717	0.47095	0.44601	0.47183	0.48137	0.48901	0.50032	0.49011	0.49313	0.49075	0.4907	0.49216	0.49199	0.5195	0.48925	0.49003	0.49807	0.50164	0.50474	0.50539	0.50773	0.58995	0.50543	0.50708	0.49154	0.49299	0.49055	0.4906	0.49216	0.49746	0.49084	0.49344	0.5008	0.49457	0.49589	0.52796	0.49185	0.53392	0.55329	0.55222	0.56021	0.51639	0.54597	0.54171	0.52891	0.53345	0.52112	0.52112	0.35895	0.43688	0.39563	0.53021	0.5302	0.44114	0.41838	0.42782	0.48034	0.48035	0.426	0.4292	0.42996	0.49989	0.50783	0.51463	0.40316	0.4023	0.40336	0.38245	0.39034	0.38717	0.38785	0.40322	0.40333	0.41936	0.44305	0.41774	0.44098	0.42936	0.43179	0.43806	0.44389	0.43936	0.45073	0.45666	0.46424	0.45996	0.45994	0.45995	0.45995	0.46326	0.46245	0.4603	0.45587	0.45746	0.45836	0.45745	0.43196	0.42872	0.43281	0.43117	0.4646	0.47113	0.45761	0.46145	0.46886	0.46391	0.46672	0.4601	0.47112	0.47171	0.47014	0.46305	0.46305	0.46459	0.46468	0.46136	0.466	0.46128	0.48684	0.48599	0.40746	0.42136	0.4165	0.57073	0.44453	0.44298	0.44299	0.4393	0.45767	0.41534	0.42014	0.42004	0.42215	0.42519	0.42614	0.42783	0.42484	0.43599	0.46236	0.44923	0.45272	0.45611	0.45239	0.45349	0.45187	0.45088	0.45166	0.44698	0.45247	0.45085	0.45164	0.45164	0.45003	0.45609	0.44348	0.00388
Macaca_fascicularis	0.06922	0.00654	0.00544	0.0076	0.01405	0.00464	0.09532	0.10361	0.00387	0.00158	0.00158	0.00158	0.00158	0.00386	0.0041	0.00389	0.00574	0.00158	0.0	0.04323	0.05975	0.05793	0.00228	0.00158	0.00788	0.06099	0.00234	0.00716	0.02952	0.02926	0.0385	0.04603	0.03217	0.12606	0.04632	0.05145	0.06505	0.06556	0.06344	0.07318	0.0646	0.15573	0.10641	0.17187	0.1889	0.21159	0.3625	0.36553	0.36249	0.72031	0.59184	0.59184	0.59181	0.50202	0.337	0.42253	0.45276	0.50662	0.47533	0.47594	0.47169	0.47094	0.446	0.47182	0.48136	0.489	0.50031	0.4901	0.49312	0.49074	0.49069	0.49215	0.49198	0.51949	0.48924	0.49002	0.49806	0.50163	0.50473	0.50538	0.50772	0.58994	0.50543	0.50707	0.49153	0.49298	0.49054	0.49059	0.49215	0.49745	0.49083	0.49343	0.50079	0.49456	0.49588	0.52795	0.49184	0.53391	0.55328	0.55221	0.5602	0.51638	0.54596	0.5417	0.5289	0.53344	0.52111	0.52111	0.35894	0.43687	0.39562	0.5302	0.53019	0.44113	0.41837	0.42781	0.48033	0.48034	0.42599	0.42919	0.42995	0.49988	0.50782	0.51462	0.40315	0.40229	0.40335	0.38244	0.39033	0.38716	0.38784	0.40321	0.40332	0.41935	0.44304	0.41773	0.44097	0.42935	0.43178	0.43805	0.44388	0.43935	0.45072	0.45665	0.46423	0.45995	0.45993	0.45994	0.45994	0.46325	0.46244	0.46029	0.45586	0.45745	0.45835	0.45744	0.43195	0.42871	0.4328	0.43116	0.46459	0.47112	0.4576	0.46144	0.46885	0.4639	0.46671	0.46009	0.47111	0.4717	0.47013	0.46304	0.46304	0.46458	0.46467	0.46135	0.46599	0.46127	0.48683	0.48598	0.40745	0.42135	0.41649	0.57072	0.44452	0.44297	0.44298	0.43929	0.45766	0.41533	0.42013	0.42003	0.42214	0.42518	0.42613	0.42782	0.42483	0.43598	0.46235	0.44922	0.45271	0.4561	0.45238	0.45348	0.45186	0.45087	0.45165	0.44697	0.45246	0.45084	0.45163	0.45163	0.45002	0.45608	0.44347	0.00387
Macaca_nemestrina	0.11088	0.0482	0.0471	0.04926	0.05571	0.0463	0.13698	0.14527	0.04553	0.04324	0.04324	0.04324	0.04324	0.04552	0.04576	0.04555	0.0474	0.04324	0.04323	0.0	0.07908	0.07726	0.04394	0.04324	0.04954	0.10265	0.044	0.04882	0.07118	0.07092	0.08016	0.08769	0.07383	0.16772	0.08798	0.09311	0.10671	0.10722	0.1051	0.11484	0.10626	0.19739	0.14808	0.21353	0.23056	0.25325	0.40416	0.40719	0.40415	0.76197	0.6335	0.6335	0.63347	0.54368	0.37866	0.46419	0.49442	0.54828	0.51699	0.5176	0.51335	0.5126	0.48766	0.51348	0.52302	0.53066	0.54197	0.53176	0.53478	0.5324	0.53235	0.53381	0.53364	0.56115	0.5309	0.53168	0.53972	0.54329	0.54639	0.54704	0.54938	0.6316	0.54708	0.54873	0.53319	0.53464	0.5322	0.53225	0.53381	0.53911	0.53249	0.53509	0.54245	0.53622	0.53754	0.56961	0.5335	0.57557	0.59494	0.59387	0.60186	0.55804	0.58762	0.58336	0.57056	0.5751	0.56277	0.56277	0.4006	0.47853	0.43728	0.57186	0.57185	0.48279	0.46003	0.46947	0.52199	0.522	0.46765	0.47085	0.47161	0.54154	0.54948	0.55628	0.44481	0.44395	0.44501	0.4241	0.43199	0.42882	0.4295	0.44487	0.44498	0.46101	0.4847	0.45939	0.48263	0.47101	0.47344	0.47971	0.48554	0.48101	0.49238	0.49831	0.50589	0.50161	0.50159	0.5016	0.5016	0.50491	0.5041	0.50195	0.49752	0.49911	0.50001	0.4991	0.47361	0.47037	0.47446	0.47282	0.50625	0.51278	0.49926	0.5031	0.51051	0.50556	0.50837	0.50175	0.51277	0.51336	0.51179	0.5047	0.5047	0.50624	0.50633	0.50301	0.50765	0.50293	0.52849	0.52764	0.44911	0.46301	0.45815	0.61238	0.48618	0.48463	0.48464	0.48095	0.49932	0.45699	0.46179	0.46169	0.4638	0.46684	0.46779	0.46948	0.46649	0.47764	0.50401	0.49088	0.49437	0.49776	0.49404	0.49514	0.49352	0.49253	0.49331	0.48863	0.49412	0.4925	0.49329	0.49329	0.49168	0.49774	0.48513	0.04553
